date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:44:09	111332/111332	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b2e4%22	https://rsms.me/inter/font-files/Inter-LightItalic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-LightItalic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:09	98868/98868	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-18234%22	https://rsms.me/inter/font-files/Inter-Regular.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-Regular3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:10	106876/106876	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1a17c%22	https://rsms.me/inter/font-files/Inter-Italic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-Italic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:10	105924/105924	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-19dc4%22	https://rsms.me/inter/font-files/Inter-Medium.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-Medium3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:10	112184/112184	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b638%22	https://rsms.me/inter/font-files/Inter-MediumItalic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-MediumItalic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:10	105804/105804	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-19d4c%22	https://rsms.me/inter/font-files/Inter-SemiBold.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-SemiBold3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:11	112048/112048	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b5b0%22	https://rsms.me/inter/font-files/Inter-SemiBoldItalic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-SemiBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:11	106140/106140	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-19e9c%22	https://rsms.me/inter/font-files/Inter-Bold.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-Bold3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:11	111808/111808	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b4c0%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-BoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:11	106108/106108	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-19e7c%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-ExtraBold3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:11	111708/111708	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1b45c%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-ExtraBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:12	102868/102868	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-191d4%22	https://rsms.me/inter/font-files/Inter-Black.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-Black3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:12	108752/108752	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-1a8d0%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-BlackItalic3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:12	227180/227180	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-3776c%22	https://rsms.me/inter/font-files/Inter-roman.var.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-roman.var3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:12	245036/245036	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-3bd2c%22	https://rsms.me/inter/font-files/Inter-italic.var.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter-italic.var3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:13	324864/324864	---M--	200	added ('OK')	font/woff2	etag:%22633c56ed-4f500%22	https://rsms.me/inter/font-files/Inter.var.woff2?v=3.19	D:/Snokido/WebLFG%20(UBG100)/rsms.me/inter/font-files/Inter.var3535.woff2	(from https://rsms.me/inter/inter.css)
14:44:13	212/212	---M-Z	200	added ('OK')	text/plain	etag:W/%2263f12d58-1d3%22	https://rsms.me/robots.txt		(from https://rsms.me/inter/inter.css)
